web-scraper-order,web-scraper-start-url,category-link,category-link-href,sub-category,sub-category-href,product-links,product-links-href,brand,foundation-category,foundation-category-href,name,next-page,next-page-href,reviews-text,top-positive-review,stars,review-keyword,top-negative-review
"1588345020-2473","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Micro Silque Foundation","https://www.ulta.com/micro-silque-foundation?productId=pimprod2005663","Elcie Cosmetics","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Micro Silque Foundation","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","I purchased the lightest shade and I believe fair is the wrong way to describe it. For reference, wear 1N1 in the Estée Lauder Double wear, but the first shade in this foundation was way too dark for me. It came off really orange, despite being described as neutral, and I wasn't able to blend it out. I was so upset because I had been wanting to try this for years.","","3","Fairest isn't fair enough.",""
"1588345381-2875","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Perfectionist Youth-Infusing Serum Makeup SPF 25","https://www.ulta.com/perfectionist-youth-infusing-serum-makeup-spf-25?productId=prod14681014","Estée Lauder","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Perfectionist Youth-Infusing Serum Makeup SPF 25","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","This foundation is wonderful I mix it with Double Wear and it makes a beautiful finish. I have combo skin and it looks good all day.","","5","Great Foundation",""
"1588345137-2636","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Sugar Rush - Skin Treat Blurring Skin Tint Broad Spectrum SPF 20 Sunscreen","https://www.ulta.com/sugar-rush-skin-treat-blurring-skin-tint-broad-spectrum-spf-20-sunscreen?productId=pimprod2009134","Tarte","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Sugar Rush - Skin Treat Blurring Skin Tint Broad Spectrum SPF 20 Sunscreen","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","","I just picked this up, and I am already in love. I was looking for a very sheer coverage bb cream and the girl helping me recommended this. It is exactly what I've been needing. I have fair skin and wanted something that wouldn't cover up my freckles, but still evened me out and covered up redness. ...","","",""
"1588346256-3776","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Pressed Mineral Foundation","https://www.ulta.com/pressed-mineral-foundation?productId=xlsImpprod15931153","COVER FX","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Pressed Mineral Foundation","","","","Very lightweight product","","",""
"1588346414-3883","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","PHYTO-PIGMENTS Flawless Serum Foundation","https://www.ulta.com/phyto-pigments-flawless-serum-foundation?productId=xlsImpprod13521059","Juice Beauty","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","PHYTO-PIGMENTS Flawless Serum Foundation","","","I am a huge fan of clean and organic beauty. I have been trying to transition for a bit and this is my new favorite foundation. For me, if I pair this with the CC cream underneath, it helps keep my skin moisturized. At first, the foundation seems hard to blend with a sponge. However, I talked to a JB vendor and she said the best way to get the most out of a pump is by placing on back of hand and moving in circular motions. Then with clean hands place a little of the foundation on face and blend with a sponge. That process has been working wonderfully and it gives great coverage. So happy I found this foundation. Also, if you have drier skin, or just want to add more to it, you can put one or two drops of a serum like hyaluronic acid or vitamin C. This helps to blend the foundation too. Girls, take the steps to go more organic and natural with your makeup and skincare. 
You won't regret it.","","5","Amazing",""
"1588346951-4547","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Natural Radiant Longwear Foundation","https://www.ulta.com/natural-radiant-longwear-foundation?productId=xlsImpprod17421227","NARS","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Natural Radiant Longwear Foundation","","","","This foundation is EXTREMELY lightweight and smooth but gives really good coverage that looks like skin. I have oily skin, so for me, this foundation was not matte, but it gave me more of a creamy/satin finish. As the day goes on and the foundation sets, it does give you a bit of a radiant glow with...","","",""
"1588344255-2284","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Brightening Cover Watery Cushion Foundation SPF 50 in Cocoa","https://www.ulta.com/brightening-cover-watery-cushion-foundation-spf-50-in-cocoa?productId=xlsImpprod17741143","Mamonde","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Brightening Cover Watery Cushion Foundation SPF 50 in Cocoa","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","I own the Dior compact, which is pretty much the same thing but more than double the price. My other foundation is Chanel's
Sublimage Le Teint, which is almost quadruple the price. I can say with confidence that this compact is as good as the more expensive brands. Even though it is all-natural, it does an amazing job. Its SPF makes it perfect for use while traveling, when on-the-go, or reapplying sun protection. I'm going to buy more as gifts!","","5","Flawless",""
"1588347045-4648","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","All Nighter Liquid Foundation","https://www.ulta.com/all-nighter-liquid-foundation?productId=xlsImpprod14491015","Urban Decay Cosmetics","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","All Nighter Liquid Foundation","","","I have been using this foundation for a long time and it works very well for me. I don't feel that it's heavier than any other full coverage foundation I've used.. some people may not be used to full coverage. It stays for a long time unless I wipe my face which would of course take pretty much any foundation off. It has a great matte finish and I also have very sensitive skin and hasn't caused any problems for me as long as I'm continuously using a clean brush.","","5","Been using this foundation for years",""
"1588345870-3330","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Flawless Finish Foundation","https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123","e.l.f. Cosmetics","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Flawless Finish Foundation","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","","","","","It's okay... I can't with this shade range though"
"1588346334-3788","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Smooth Liquid Camo Foundation","https://www.ulta.com/smooth-liquid-camo-foundation?productId=xlsImpprod11381017","Dermablend","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Smooth Liquid Camo Foundation","","","I was sold this by a ulta employee after I told her I want a full coverage and have acne prone skin and want something that will last all day... This did none of the above. It turned into a oily mess, foundation would rub right off and creased all over my face. Then it broke me out so bad!","","3","Not for me",""
"1588345292-2755","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Screen Queen Foundation","https://www.ulta.com/screen-queen-foundation?productId=pimprod2012994","Milani","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Screen Queen Foundation","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","Please save your money and don't get this! It didn't blend well and it was very patchy, it showed all my textures and nothing looked good on top of it! Maybeline fit me foundation is soooo much better.","","1","worst foundation ever",""
"1588346928-4521","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","4-In-1 Love Your Selfie Longwear Foundation & Concealer","https://www.ulta.com/4-in-1-love-your-selfie-longwear-foundation-concealer?productId=pimprod2005671","PÜR","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","4-In-1 Love Your Selfie Longwear Foundation & Concealer","","","","","","","Ok so I purchased this because of YouTuber - Raw Beauty Kristi, she lives this foundation & we've loved the same foundations in the past (CoverGirl Vitalist) & so I was SURE I was going to love this too. But it's a little more matte than I like, however the shade I chose is just a little too light f..."
"1588346794-4351","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Ultimate Coverage 24 Hour Foundation","https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081","BECCA Cosmetics","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Ultimate Coverage 24 Hour Foundation","","","","I absolutely love this foundation! I usually stick to my holy grails and only use my go to foundation but I got this as a complimentary package from Infuenster and I fell in love with it! I got up really early yesterday at 4 am to go to work and had a really long day, then after I still went out to ...","","",""
"1588346581-4085","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15","https://www.ulta.com/even-better-glow-light-reflecting-makeup-broad-spectrum-spf-15?productId=xlsImpprod16641043","Clinique","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15","","","","This is good for all types of skin types.  You don't need much.  Find the type that fits your needs.","","",""
"1588345116-2598","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Clear Complexion Make Myself Clear Makeup","https://www.ulta.com/clear-complexion-make-myself-clear-makeup?productId=xlsImpprod4040035","Almay","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Clear Complexion Make Myself Clear Makeup","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","If you have acne, use this ish!!! It's my holy grail when I'm struggling with hormonal acne. It is a natural, light finish so it will not conceal & hide your acne but it will heal it! Which is the ultimate goal right? I use this for about a week every month & love it. I cannot use it when I'm not broke out as it's too drying though. So be mindful of the Salicylic acid percentage and your skin type before purchasing.","","4","Acne holy grail",""
"1588347033-4637","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Even Better Makeup Broad Spectrum SPF 15","https://www.ulta.com/even-better-makeup-broad-spectrum-spf-15?productId=xlsImpprod10791919","Clinique","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Even Better Makeup Broad Spectrum SPF 15","","","Definitely my new fav foundation! Long lasting & feels light on skin!","","5","Loooove!",""
"1588346077-3549","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Perfect Lasting Foundation","https://www.ulta.com/perfect-lasting-foundation?productId=pimprod2006000","VDL","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Perfect Lasting Foundation","","","So, I was placing a big order using my points,  and decided to try this. Well, that was a waste of points.  Within 20 minutes my skin was itching, red and dry feeling.  The color is too dark.  It's so hard to tell online!  The texture is very dry on my skin too.  It looks like chalk in some areas, and I am not dry.  I won't be buying this again, but it wouldn't do me any good to return it either,  since I can't get my points back.  Ulta needs to fix that especially since they want to carry the same brands at all 4 stores in my area. (Rant done).  Oh, the foundation has a strong floral smell that wouldn't go away too.","","3","Irritates my skin. Awful texture.",""
"1588347186-4811","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","CC+ Cream with SPF 50+","https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257","It Cosmetics","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","CC+ Cream with SPF 50+","","","Have been using IT for a while. And I love the coverage","","5","Great product.",""
"1588345457-2958","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","SuperStay Full Coverage Powder Foundation","https://www.ulta.com/superstay-full-coverage-powder-foundation?productId=pimprod2002809","Maybelline","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","SuperStay Full Coverage Powder Foundation","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","I've tried many pressed powders and thought to give this a try for a daily powder. I would definitely not repurchase. I prefer the Fit Me personally. I found this one to bee way too cakey and I prepped with moisturizer. The powder sunk into my pores and I used the elf putty primer underneath, which is what I use daily.","","3","not my favorite",""
"1588346906-4486","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Celebration Foundation Illumination","https://www.ulta.com/celebration-foundation-illumination?productId=xlsImpprod6420042","It Cosmetics","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Celebration Foundation Illumination","","","I used liquid foundation most of my life but I absolutely hate the feeling. I feel like my skin can't breathe so in the past couple years I started using powder foundation. I don't have any wrinkles or acne to cover but I do have a few dark spots from acne years ago that this covers completely. I have very neutral undertones to my skin and most foundation looks pink on me. This doesn't. It matches extremely well. I was using BareMinerals powder foundation before this and it made my face look really white even though it was my supposed shade. I love the natural glow to it and how my skin can breathe with it on. I only have a couple minor complaints. It comes off the end of my nose after a couple hours but it could be from rubbing my nose due to allergies. With it being luminous, it accentuates my larger pores on my cheeks. I have bought the Celebration Foundation in the matte form and use it on my nose and cheeks and use this everywhere else. Problem has been solved. It's twice as expensive but they last twice as long. I will and have repurchased. Definitely recommend if you like powder foundation.","","5","Love the coverage",""
"1588344893-2337","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Sheer Line Of Defense Foundation SPF 30","https://www.ulta.com/sheer-line-of-defense-foundation-spf-30?productId=pimprod2012943","Physicians Formula","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Sheer Line Of Defense Foundation SPF 30","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","I always buy this brand but this isn't the formula i usually buy. Great brand but this doesn't have adequate coverage. Its Its really thin/watery.","","2","Not buying again",""
"1588346805-4366","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Amazonian Clay Full Coverage Airbrush Foundation","https://www.ulta.com/amazonian-clay-full-coverage-airbrush-foundation?productId=xlsImpprod5560095","Tarte","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Amazonian Clay Full Coverage Airbrush Foundation","","","","","","","Expected more from Tarte"
"1588345665-3116","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","PhotoFocus Stick Foundation","https://www.ulta.com/photofocus-stick-foundation?productId=pimprod2003352","Wet n Wild","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","PhotoFocus Stick Foundation","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","","I buy makeup from both ends of the price spectrum. I have never used a stick foundation before, though, and rather than invest a lot of money and end up wasting it, I decided to try this option. I was very pleasantly surprised! I have normal to dry skin, not a ton of texture, but very uneven pigment...","","",""
"1588346154-3652","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Total Control Drop Foundation","https://www.ulta.com/total-control-drop-foundation?productId=xlsImpprod15361099","NYX Professional Makeup","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Total Control Drop Foundation","","","","","","","Terrific texture, Chalky finish"
"1588346771-4324","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Adjustable Coverage Foundation","https://www.ulta.com/adjustable-coverage-foundation?productId=xlsImpprod5721072","ULTA","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Adjustable Coverage Foundation","","","","","","","The Coloring was waaaaaaay off"
"1588346760-4302","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Double Wear Makeup Pump","https://www.ulta.com/double-wear-makeup-pump?productId=xlsImpprod16321438","Estée Lauder","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Double Wear Makeup Pump","","","Everything is great about the product.  Well made.","","5","Yes I would buy again .",""
"1588346760-4308","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Double Wear Makeup Pump","https://www.ulta.com/double-wear-makeup-pump?productId=xlsImpprod16321438","Estée Lauder","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Double Wear Makeup Pump","","","","Does its Job","","",""
"1588344978-2423","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Visible Lift Luminous Serum Tint","https://www.ulta.com/visible-lift-luminous-serum-tint?productId=xlsImpprod17081043","L'Oréal","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Visible Lift Luminous Serum Tint","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","I got this to try something more hydrating and brightening for dry winter skin, and it's nice! The ""gold"" gives sheer glowey coverage on my light-to-medium olive complexion. Stays on all day with primer and setting spray. It does get a little oily in my T-zone so it probably is not a good product for oily skin. It looks amazing (and goes on well) mixed with my Fenty foundation. Also it has an almost piney/herbal fragrance that I like, but it's quite strong.","","5","super pretty glow!",""
"1588345381-2868","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Perfectionist Youth-Infusing Serum Makeup SPF 25","https://www.ulta.com/perfectionist-youth-infusing-serum-makeup-spf-25?productId=prod14681014","Estée Lauder","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Perfectionist Youth-Infusing Serum Makeup SPF 25","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","This is an awesome product. Been using it for 3 years, going on 4. Only tip I can give is that this product still requires a primer and it's better to use a beauty blender than a foundation brush to even out the foundation in order to achieve a smoother texture following a light powder dusting by Double-Wear to minimize transferring and oiliness. Overall, it blurs out my wrinkles and is a non-drying formula. Highly recommended!","","5","Absolutely Buildable & Long-lasting",""
"1588346649-4171","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Even Better Refresh Hydrating and Repairing Makeup","https://www.ulta.com/even-better-refresh-hydrating-repairing-makeup?productId=pimprod2004194","Clinique","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Even Better Refresh Hydrating and Repairing Makeup","","","","","","","Sigh- went in for a full coverage foundation to replace my Estee Lauder Double Wear, great except it  can make lines around mouth look like I'm 20 years older. Sales woman suggested this new Clinique. First mistake was she didn't know how much it was, so how much experience could she have really had..."
