web-scraper-order,web-scraper-start-url,beauty-wrapper,beauty-wrapper-href,review-text,name,brand,keyword,community-review-text
"1588398115-7256","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Studio Skin 15 Hour Wear Foundation","https://www.beautypedia.com/products/studio-skin-15-hour-wear-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Studio Skin 15 Hour Wear Foundation","Smashbox","Finally, a perfect coour for my skin tone","I bought this because the colour range included a perfect tint for my skin -- something I struggle with, as most foundations are either too pink or too yellow for my skin tone.  Initially I thought the product was too heavy, but when properly applied it's actually quite lovely.  It reduces the look of freckles and dark spots on my skin, and although it's considere matte, it has a nice glow.  Good, long-lasting coverage."
"1588399298-7761","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Studio Acne Fighting Foundation","https://www.beautypedia.com/products/studio-acne-fighting-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Studio Acne Fighting Foundation","e.l.f. Cosmetics","Love this foundation","I switched to this from. Cover girl foundation and I absolutely love it. I have moderate cystic acne and it really covers dark spots well. My breakout went away almost immediately. My problem with most foundations is that I'm oily within 4 hours and need to reapply. This goes all day, which means from 7AM to 5PM, in 90-100 degree weather, with a matte finish."
"1588399150-7700","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Perfection Mist Airbrush Foundation","https://www.beautypedia.com/products/perfection-mist-airbrush-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Perfection Mist Airbrush Foundation","Sephora Collection","One of the best foundations","I have oily skin and it lasts about 8 hours on me before it starts to fade. I do have to blot midday. I've gotten compliments for having great skin while wearing this foundation. I spray it on a Sigma foundation brush and work it into my skin. I would also spray a spot on my face and work it out from there. This prevents the dreaded mess of spray on foundations. For the price, it is preferred over the Hourglass Immaculate foundation, which is a HG foundation for oily girls."
"1588396583-7046","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Dream Matte Mousse Foundation","https://www.beautypedia.com/products/dream-matte-mousse-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","Dream Matte Mousse Foundation has a smooth, whipped texture that feels wonderfully light on the skin and blends impeccably, setting to a slightly powdery matte finish. Coverage can go from sheer to medium, and this foundation layers well for additional coverage without a heavy or caked appearance. The nonaqueous silicone formula’s main drawback is that it exaggerates any degree of dry skin. Therefore, either exfoliate your skin before using it or make sure your skin is prepped by applying a moisturizing sunscreen. Of course, applying a moisturizer negates this matte makeup’s benefit for oily skin, but someone with very oily skin (who is unlikely to have any dry patches) can skip this step. Of the shades available, there are options for light and dark (but not very dark) skin tones. The only shades to steer clear of due to strong overtones of pink or peach are Creamy Natural, Pure Beige, Medium Beige, and Tan. Porcelain Ivory is a good shade for fair skin tones, while Cocoa is a deep brown shade that doesn’t turn ashy on skin, always a plus! Classic Ivory may be too peach for some light skin tones.","Dream Matte Mousse Foundation","Maybelline New York","",""
"1588399150-7705","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Perfection Mist Airbrush Foundation","https://www.beautypedia.com/products/perfection-mist-airbrush-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Perfection Mist Airbrush Foundation","Sephora Collection","One of the best foundations","I have oily skin and it lasts about 8 hours on me before it starts to fade. I do have to blot midday. I've gotten compliments for having great skin while wearing this foundation. I spray it on a Sigma foundation brush and work it into my skin. I would also spray a spot on my face and work it out from there. This prevents the dreaded mess of spray on foundations. For the price, it is preferred over the Hourglass Immaculate foundation, which is a HG foundation for oily girls."
"1588399385-7800","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Undetectable Stick Foundation","https://www.beautypedia.com/products/undetectable-stick-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","When you think of stick foundation, the words ""cakey"" or ""thick"" might come to mind, be we're happy to report this is not the case with Sonia Kashuk's modern-day contribution to the category!The standard swivel-up tube allows you to apply this foundation directly to your skin (if you want) or you can use a foundation brush or sponge. It swipes on smoothly right from the stick, and what is most surprising is that when you blend this in, you'll notice it meshes with skin very well for light to medium coverage that looks remarkably natural.This foundation has a soft satin finish that wears well throughout the day – and best of all, doesn't emphasize pores, wrinkles or fine lines. Sonia Kashuk recommends this for all skin types, and although it would work very well for normal to dry skin, those with oily skin might notice oil starting to shine through by the end of the day.Undetectable Stick Foundation comes in a good range of natural-looking shades for light to medium skin tones. While it does contain some fragrance, which is not the best for skin, the amount present shouldn't be a problem, though the best foundations leave this out of their formulas.Note: Stick foundations aren't the best for breakout-prone skin because the ingredients that keep this type of foundation in stick form tend to clog pores.			
			
							
					Pros:
					
													Glides on smoothly.
													Meshes with skin for light to medium coverage that is very natural.
													Attractive soft satin finish.
													Wears well throughout the day without emphasizing pores, wrinkles, or fine lines.
											
				
			
							
					Cons:
					
													Those with oily skin might notice some shine by the end of the day.
													Contains some fragrance, which isn't the best for skin.","Undetectable Stick Foundation","Sonia Kashuk","",""
"1588398751-7481","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Lock-it Tattoo Foundation","https://www.beautypedia.com/products/lock-it-tattoo-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Lock-it Tattoo Foundation","Kat Von D","worst buy ever, redo Kat Von D","Oxidizes as soon as it's on your face, does not blend well, not as highly pigmented as it claims, very light coverage, shows every pore and settled into creases instantly, not a pretty finish at all. Not long lasting. As soon as it is set, if I touch my face I have to immediately reapply. The only good thing I have to say about this Foundation is the color match was wonderful."
"1588398150-7284","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Illuminating Liquid Foundation","https://www.beautypedia.com/products/illuminating-liquid-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Illuminating Liquid Foundation","Stila","I abhore this","I unfortunately have to disagree with Beautpedia's review. The color I picked (10 watts) was a good match, but that's where the positive things end. This foundation's coverage is so sheer that it's almost nonexistent. I generally prefer a light to medium coverage buildable foundation, but I had to add layer after layer of this in some areas. Every time I tried to build it up, it seemed like I would remove the layers that came before. Once applied, this felt slippery and greasy on the skin. I powdered it hoping it would stay in place, and I was about to leave my home when I caught a glimpse of myself in the hallway mirror. I couldn't tell in my bathroom lighting, but in the hallway all I saw was GLITTER. Not a fine wash of luminosity or shimmer, but actual small flecks of glitter all over my face. Horrified, I rinsed it off and returned it immediately."
"1588398150-7287","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Illuminating Liquid Foundation","https://www.beautypedia.com/products/illuminating-liquid-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Illuminating Liquid Foundation","Stila","Far too glittery","I was excited to try this foundation due to the impressive ingredients listed and the positive Beautypedia review. However, I overlooked the ""shimmery finish"" the reviewer mentioned. They were not kidding. There are actual sparkle/glitter particles in this foundation. When applied with a brush, some of the glitter blended away and the foundation looked decent, especially from a distance. When applied with a sponge, all the glitter remained on my face and it looked slightly ridiculous. Other than the glitter, I liked this foundation. If you don't mind very light, dewey foundations and lots of glitter, you will likely enjoy it."
"1588399315-7771","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Fit Me! Shine-Free Foundation","https://www.beautypedia.com/products/fit-me-shine-free-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Fit Me! Shine-Free Foundation","Maybelline New York","I don't see this as a best","I don't see how this could rate a ""best"" rating.  I tried it several times, with different primers and moisturizers...even solo.  It ROLLED up on my face! Little balls of makeup.  I threw it in the trash after really trying to like it.  I've not had this experience before.... very strange.  It's cheap, but not even worth trying."
"1588398406-7384","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Mineral Powder Foundation","https://www.beautypedia.com/products/mineral-powder-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","This is technically not on a par with “standard” mineral makeup because the main ingredient is talc. The irony is that talc is a mineral, yet that doesn’t stop most mineral makeup brands from avoiding its use due to unfounded health concerns. Mary Kay has crafted a fragrance-free loose-powder foundation with a superior smooth texture that feels almost creamy and blends beautifully. What you will get with this foundation is an initially sheer application with light to medium coverage (depending on how you layer it) that’s not nearly as heavy as that from several other mineral foundations. It also won’t give your face that “glow” or sparkling shine that mineral foundations are well known for (which may not be the best for someone with oily skin who might want a more a matte appearance from their powder application).The application brush (sold separately) does a respectable job, although the bristles are a bit stiff and I suspect many women will prefer a softer powder brush, which works far better for applying foundations like this one. The variety of shades are mostly impressive, neutral options. Bronze 1 will be too peach for most medium to tan skin tones, but Bronze 2 is a winner. If you’re curious to try a mineral foundation and don’t mind the mess they can cause (it is loose powder, after all, and Mary Kay doesn’t offer a tidy component), this is highly recommended as one of the best available, most notably for how great it looks on skin. As is the case with all mineral-type foundations, it can make dry skin or dry spots look worse unless they’re sufficiently prepped with moisturizer (and you must allow the moisturizer to absorb, or the powder will grab in spots and look uneven).","Mineral Powder Foundation","Mary Kay","",""
"1588398371-7344","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Double Wear Stay-in-Place Makeup","https://www.beautypedia.com/products/double-wear-stay-in-place-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Double Wear Stay-in-Place Makeup","Estee Lauder","Trusty Foundation","Great all day, full coverage makeup. I have combination/acne prone skin."
"1588398203-7297","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","TruBlend Liquid Makeup","https://www.beautypedia.com/products/trublend-liquid-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","TruBlend Liquid Makeup is a reformulated version of Cover Girl's original TruBlend foundation, and the biggest differences are the thinner texture and reduced coverage. The original formula dispensed somewhat thick and then softened, eventually feeling quite light upon application providing even coverage.This reformulation remains a formidable makeup that exemplifies just how natural a foundation can look on skin. Procter & Gamble's pigment technology allows this makeup to cover minor flaws and even your skin tone without looking obvious (though just to be clear, no one will think you've gone bare-faced). This is indicative of what today's best foundations can accomplish, and although this is a very good foundation, Cover Girl's version isn't the only choice.The tricky aspect of this particular makeup is choosing a shade. That's true for any foundation, but Cover Girl tends to have more unnatural colors than its competitors, especially L'Oreal. Some of the lightest TruBlend shades go on an unattractive grayish pink, while others in the medium skin tone range are blatantly pink to rose. None of the following shades are recommended: Natural Ivory 415 (Cover Girl maintains this is the shade that actress Drew Barrymore wears in their ads, but there is no way this would match her skin tone), Classic Beige 430, Medium Light 435, Natural Beige 440, Creamy Beige 450, and Toasted Almond 470.The other nine shades are worth considering, and include options for fair and dark skin tones. Cover Girl's numbering system of 1 through 6 is designed to make it easier for you to pair their ""Tru"" line of products with each other. However, if you don't want to remain exclusive to this range of products (which is probably wise), it becomes a superfluous rating system.","TruBlend Liquid Makeup","CoverGirl","",""
"1588396904-7155","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Even Skin Foundation","https://www.beautypedia.com/products/even-skin-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","Even Skin Foundation has a liquidy smooth, silicone-enriched texture and flawless application that looks wonderfully smooth and natural on the skin. It offers a satin finish and sheer to light coverage, and is best for those with normal to dry skin who want a foundation that is moist but lightweight. Eight shades are available, and most are outstanding. Shade 1 is ideal for those with very fair skin, while Shades 2, 3, and 4 rival Stila's best neutral tones. The only slight misstep is Shade 5, which is a bit too peachy. Shade 8 works for dark (but not very dark) skin tones. Note: this fluid foundation requires vigorous shaking before each use.","Even Skin Foundation","Trish McEvoy","",""
"1588398371-7356","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Double Wear Stay-in-Place Makeup","https://www.beautypedia.com/products/double-wear-stay-in-place-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Double Wear Stay-in-Place Makeup","Estee Lauder","Good coverage but causes breakouts","I tried this foundation after the EL Camouflage caused me some breakouts, waiting this to be better but the same: new breakouts next day"
"1588396851-7098","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Superbalanced Makeup","https://www.beautypedia.com/products/superbalanced-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","Superbalanced Makeup claims to provide moisture and absorb oil when and where needed—a skin-care dream many women share. However, this ends up doing neither job very well. There is no way a product can differentiate between the oily parts of your face and the dry parts. The absorbent ingredients in it will soak up any oil they come in contact with (including the moisturizing ingredients in this product or in the one you applied to your skin) and the moisturizing ingredients will get deposited over areas you don't want to be moisturized. With Superbalanced Makeup, you get a silicone-in-water liquid that provides light to medium coverage with a smooth, matte-finish foundation that is best for someone with normal to slightly dry or slightly oily skin. Someone with any amount of excess oil would not be happy with the finish or with how it wears during the day.Compared to several other Clinique foundations, the palette of shades isn't as neutral. The following colors are best avoided by most skin tones: Light, Cream Chamois, Ivory, Neutral, and Vanilla. Alabaster and Breeze are the best neutral shades.","Superbalanced Makeup","Clinique","",""
"1588398406-7393","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Mineral Powder Foundation","https://www.beautypedia.com/products/mineral-powder-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Mineral Powder Foundation","Mary Kay","Side by side comparison was amazing","Wow, I didn't realize how much finer milled this was than Sheer cover! I put this on one side and Sheer cover on the other and with the sheer coveR, I could see the particles in the magnifying mirror. On the Mary Kay side, it looked like nothing but perfect skin! I have dry skin and this has a humectant tha hydrated and plumps. Still, exfoliate and moisterizer before if you are dry."
"1588398695-7474","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Fabulous Face Compact Foundation","https://www.beautypedia.com/products/fabulous-face-compact-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Fabulous Face Compact Foundation","Ulta","Perfectly Portable","I am lazy in the morning & I prefer to put on makeup & forget it. I like that this compact includes the sponge & the ease of application is perfectly portable. However with this type of foundation if you have any dry spots it will highlight them. The product lasts me thru 12 hr days without touch ups. Thanks to Paula I don't have an acne challenge anymore & I can wear this type of foundation. This has little to no scent."
"1588398909-7599","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Celebration Foundation™","https://www.beautypedia.com/products/celebration-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Celebration Foundation™","IT Cosmetics","Not for me","I once again got duped into a one day only special value on shopping channel and I'm very disappointed! First, the Tan shade is not right for my NC 42/44 skin tone, it looks too pink and a few shades too light. Within a couple of hours I looked in the mirror and my pores were crater sized! The coverage is very poor too and don't want to risk putting too much on and looking cakey. Have it 2 stars because it truly feels weightless and it's easy to apply."
"1588398585-7460","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Stay All Day Foundation & Concealer","https://www.beautypedia.com/products/stay-all-day-foundation-concealer/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Stay All Day Foundation & Concealer","Stila","Few choices for fair skin and not great for wrinkles","This doesn't work well for older, dry, or fair skin with pinker tones like mine.  The shade I chose is too yellowy, which is the problem I usually have with finding the right shade.  It felt good when I applied it, but after it set it seemed to inhance fine lines and wrinkles.  It certainly stays on good.  It would be great for younger, less dry skin."
"1588398839-7562","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Pressed Mineral Foundation","https://www.beautypedia.com/products/pressed-mineral-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Pressed Mineral Foundation","Cover FX","Impressed so far","Let me start off by saying, I just got this powder so time will tell. BUT! Here are a list of powders I have tried: laura mercier smooth finish (my 2nd favorite), Cargo, MAC, jane iredale, Bare minerals, estee lauder double wear, benefit, urban decay naked, tarte Amazonian clay. This is the first powder I've actually been impressed with! It covers very well (you can layer it without looking Camry) and the shades are perfect. I am a weird mutt, Irish from the neck up and Indian from the neck up!"
"1588396693-7073","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Invisible Fluid Makeup","https://www.beautypedia.com/products/invisible-fluid-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Invisible Fluid Makeup","Estee Lauder","Excellent","I'm almost 50 & have noticed age spots & lines & pore size on the increase.  I used to wear a very sheer/light foundation but now find I need something much more opaque to hide uneven skin tone & under eye circles & age spots.  Bought this for $27.00 & it is AMAZING!  Coverage is phenomenal, no odor, not too runny in fact quite thick.  I actually had to thin it a bit by mixing with my moisturizer but this foundation truly provides complete coverage & a flawless finished look for day or night!"
"1588397080-7239","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Extra Virgin Minerals Compact Foundation","https://www.beautypedia.com/products/extra-virgin-minerals-compact-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","Too many makeup products are called “mineral,” when they are anything but! While most mineral makeup comes in either loose- or pressed-powder form and containing both synthetic and natural ingredients, The Body Shop took a different approach with this foundation. Housed in a well-built compact, this is a very good cream-to-powder foundation for dry skin.
The butter-smooth texture glides on—although blending takes some effort because this has a tendency to streak and splotch. You’ll immediately see medium coverage that you can easily build to full without looking cakey. While The Body Shop claims this is a matte finish, it feels and looks significantly dewy, which makes sense given the emollient formula. Once it sets, the shininess of the finish dissipates to a satin matte look, but we noticed that it tended to pool slightly, accentuating pores.
The half moon–shaped synthetic brush included in the compact worked surprisingly well to apply this foundation, but you’ll need a small sponge to blend or get into smaller parts of the face, like under the eye or around the nose. Among the many shades, there are options for fair to dark skin tones, but in a foundation with this much pigment there’s very little room for a shade to be “off,” so experiment in the store and check the results on your skin in daylight before you buy.
As for the mineral makeup angle, please see More Info below to learn why it’s more marketing angle than a beauty breakthrough. Also refer to More Info for what is a confusing discrepancy regarding the claim that this foundation provides sun protection.
Pros:

Moisturizing formula for dry skin.
Leaves a dewy finish.
Provides medium coverage.
Fragrance-free.


Cons:

Careful blending is required to avoid a streaked or splotchy appearance.
After some wear, it can pool and accentuate enlarged pores.","Extra Virgin Minerals Compact Foundation","The Body Shop","",""
"1588398115-7252","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Studio Skin 15 Hour Wear Foundation","https://www.beautypedia.com/products/studio-skin-15-hour-wear-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Studio Skin 15 Hour Wear Foundation","Smashbox","Best foundation ever","Okay, it may be pretty expensive, but this foundation is worth every penny!  Before this, I had yet to find a foundation that stays on, regardless of the stellar primer I use underneath.  And believe me, I've spared no expense and used A LOT of different foundations (MUFE, Bare Minerals, Clinique, etc.).  This Smashbox foundation is awesome on my combination skin.  It doesn't slide off my oily t-zone, and it doesn't settle into my dry spots.  I don't see myself ever switching this up.  Keeper."
"1588398185-7295","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Perfect Touch Radiant Brush Foundation","https://www.beautypedia.com/products/perfect-touch-radiant-brush-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Perfect Touch Radiant Brush Foundation","Yves Saint Laurent","i would like for ysl to continue selling excellent","not oily gives silky finish wears perfect in hot weather does not smudge perfect touch name and it suites it .why have they discontinued this line ."
"1588398891-7586","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","IT-O2 Ultra Repair Liquid Oxygen Foundation","https://www.beautypedia.com/products/it-o2-ultra-repair-liquid-oxygen-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","IT-O2 Ultra Repair Liquid Oxygen Foundation","IT Cosmetics","IT works for me...","I get compliments when I use this foundation. ??"
"1588398891-7584","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","IT-O2 Ultra Repair Liquid Oxygen Foundation","https://www.beautypedia.com/products/it-o2-ultra-repair-liquid-oxygen-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","IT-O2 Ultra Repair Liquid Oxygen Foundation","IT Cosmetics","flawless face","I've been using this for years & never had an breakouts.
I too, receive compliments on my skin when I use this foundation.
it gives a flawless face & very natural dewy look.
it's my favourite liquid foundation."
"1588396869-7133","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","TLC Truly Lasting Color 16 Hour Makeup","https://www.beautypedia.com/products/tlc-truly-lasting-color-16-hour-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","TLC Truly Lasting Color 16 Hour Makeup","Almay","Love!","I like everything about it. So glad to have finally found a makeup that not only lasts but looks super natural!"
"1588398947-7618","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Flawless Beauty Fluid","https://www.beautypedia.com/products/flawless-beauty-fluid/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","The first thing you notice when you pump out Pixi's Flawless Beauty Fluid is its consistency—the company's not joking by labeling this a fluid! It's not quite runny, but it's certainly a lot thinner than many other liquid foundations, which can make blending difficult because it takes a bit of work to get smooth, uniform coverage with the slippery texture. Once blended, this lightweight foundation dries to a powder finish that doesn't emphasize lines or pores. Another bonus: It's fragrance-free.Regrettably, the shades are limited to only three colors, and only No. 1 Cream looks natural on its intended skin tone. The other two—No. 2 Nude and No. 3 Warm—are far too peach to blend naturally into their intended skin tones, making this an extremely limited option. Given the price, you could even go to the department store and get a better-performing foundation for less money!			
			
							
					Pros:
					
													Doesn't emphasize lines or pores.
													Fragrance-free.
											
				
			
							
					Cons:
					
													Very fluid texture makes blending difficult.
													Limited shade options, with only one working for a natural skin look.
													Pricey for what you get.","Flawless Beauty Fluid","Pixi","",""
"1588398115-7247","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Studio Skin 15 Hour Wear Foundation","https://www.beautypedia.com/products/studio-skin-15-hour-wear-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Studio Skin 15 Hour Wear Foundation","Smashbox","Pricey!","I usually use Revlon's Colorstay Foundation in Buff, which is a great neutral color.  I bought this in color 1.15 because I needed something darker for summer and happened to be in Ulta.  I had no idea how expensive it would be and I don't find it to work any better than the Revlon in terms of coverage and how long it lasts. By the end of the day, my foundation has melted away in my T-Zone like most foundations do."
